survey_id,Photographer,Location,Comments,Species,Age,Image Usable?,Sex,state,latitude,longitude,direct_link,visible_link,search_name,search_query,search_result_rank,search_result_id
6190,Dave Appleton,"{""latitude"":54.912076151104856,""longitude"":-4.998005386047339}",HYBRID? Check! Location in Scotland from website,Hybrid,Adult,yes,,Scotland,54.91207615,-4.998005386,https://c1.staticflickr.com/1/45/125640710_2eb5176457_b.jpg,https://www.flickr.com/photos/93372558@N00/125640710/,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",32,16524
6191,Arthur Grosset,"{""latitude"":55.95740844381715,""longitude"":-3.188696153442379}",Location in Scotland from website,Carrion crow,Adult,yes,,Scotland,55.95740844,-3.188696153,http://www.arthurgrosset.com/europebirds/photos/corcor13082.jpg,http://www.arthurgrosset.com/europebirds/carrioncrow.html,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",33,16525
6192,Artur Kwiatkowski,"{""latitude"":55.943669,""longitude"":-3.207089999999994}",Young individual; Location in Scotland from website,Carrion crow,Adult,yes,,Scotland,55.943669,-3.20709,http://ibc.lynxeds.com/files/pictures/IMG_9203.JPG,http://ibc.lynxeds.com/photo/carrion-crow-corvus-corone/juvenile-carrion-crow-sitting-fence,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",34,16526
6193,,,Cannot find original photographer,,,no,,,,,http://www.birdforum.net/opus/images/thumb/8/80/Carrion_Crow.jpg/350px-Carrion_Crow.jpg,http://www.birdforum.net/opus/Carrion_Crow,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",35,16527
6246,Atle Grimsby,"{""latitude"":59.31047109903513,""longitude"":4.885764888916015}",Location in Norway (Utsira) from https://www.flickr.com/photos/17853411@N00/254373034/in/photolist-otJeY-CxHca-65HKMj-wfShb-4wDLon-4wDLf8-4wHUMu-4wDLne-65Dtyi-5RsY5C-65HKGL-kMWKv1-65HKEf-bBeqM2-66LFFT-otJeT-7vvKRy-767zSh-uGq6P-2Gmu8J-6XJdv1-3FfCZR,Hooded crow,Adult,no,,Norway,59.3104711,4.885764889,http://1.bp.blogspot.com/-H5S-I2sJONI/TsF0RKcxZkI/AAAAAAAAAos/0Rf8NmZ_itc/s1600/hooded+crow.jpg,http://thenotsosilentspring.blogspot.com/2011/11/hooded-crow-corvus-cornix.html,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",36,16128
6247,mille19,"{""latitude"":55.580616499999984,""longitude"":-5.252056030468793}",Location in Scotland from tags on website,Hooded crow,Adult,yes,,Scotland,55.5806165,-5.25205603,http://cache4.asset-cache.net/xc/466562161.jpg?v=2&c=IWSAsset&k=2&d=n6P02QZqCI66s8ecs8PU0iDd6RTebmwyR6KZ-S1HdAgxIWu1LcjtBcchdvwhucHs0,http://www.thinkstockphotos.co.uk/image/stock-photo-hooded-crow/466562161,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",37,16129
6248,Graham Forsyth,"{""latitude"":58.207728,""longitude"":-6.386651000000029}",Location in Scotland from website,Hooded crow,Adult,yes,,Scotland,58.207728,-6.386651,http://www.thewesternisles.co.uk/Assets/Images/rarebirds/bird-sightings-hoooded-crow-4a.jpg,http://www.thewesternisles.co.uk/birds/hooded-crow-7.htm,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",39,16131
6249,Colin Gould,"{""latitude"":57.481638916464824,""longitude"":-4.2335478227539625}",HYBRID? Says juv hooded crow?; Location in Scotland from website,Hybrid,Adult,yes,,Scotland,57.48163892,-4.233547823,https://c1.staticflickr.com/9/8321/7901281004_54b7c88182_b.jpg,https://www.flickr.com/photos/55681839@N07/7901281004/,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",40,16132
6250,Alan Spellman,"{""latitude"":56.4028062113616,""longitude"":-5.953783548437514}","Found on http://mullbirds.com/Hooded%20Crow.html - Mull, Scotland",Hooded crow,Adult,yes,,Scotland,56.40280621,-5.953783548,http://www.mullbirds.com/HoodedCrow.jpg,http://singletrackworld.com/forum/topic/help-me-identify-this-bird-no-pics-unfortunately,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",41,16133
6251,Brian Anderson,"{""latitude"":56.414302367248794,""longitude"":-5.473064021179198}",Location in Scotland from blog on website,Hooded crow,Adult,yes,,Scotland,56.41430237,-5.473064021,http://3.bp.blogspot.com/-N4aS7iz75BQ/VSJ9CmoiZpI/AAAAAAAAJKQ/0oZS1Z3-6Ic/s1600/Hooded+Crow.jpg,http://briansbirding.blogspot.com/2015/04/scotland-2015-trip-report.html,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",42,16134
6252,Dave Appleton,"{""latitude"":57.6750066957301,""longitude"":-6.349399698486309}",Location in Scotland from https://www.flickr.com/photos/93372558@N00/125640542/,Hooded crow,Adult,yes,,Scotland,57.6750067,-6.349399698,http://farm1.static.flickr.com/38/125640542_ab932d4111.jpg,http://www.flickriver.com/places/United+Kingdom/Scotland/South+Duntulm/search/,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",43,16135
6253,,,no,,,no,,,,,https://vampyrefangs.files.wordpress.com/2013/03/hooded-crow-2.png,https://vampyrefangs.wordpress.com/tag/ornithology/,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",45,16137
6254,Gary Jenkins,"{""latitude"":58.20757254419383,""longitude"":-6.389098148132348}",Location in Scotland from blog on website,Hooded crow,Adult,yes,,Scotland,58.20757254,-6.389098148,http://1.bp.blogspot.com/-ztiDAlelKgM/Tb2vcnpR3nI/AAAAAAAAAHE/isMOFHe8V3w/s1600/Hooded-Crow-.jpg,http://garyjenkinsbirdphotography.blogspot.com/2007/03/snowy-owl-borve-isle-of-lewis-outer.html,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",46,16138
6255,Colin Gould,"{""latitude"":57.466395698542456,""longitude"":-4.231452529052717}",Damaged eye; Location in Scotland from website,Hooded crow,Adult,yes,,Scotland,57.4663957,-4.231452529,https://c2.staticflickr.com/8/7135/7658141220_b180caff56_b.jpg,https://www.flickr.com/photos/55681839@N07/7658141220/,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",47,16139
6256,Elizabeth Barrett,"{""latitude"":41.86802224203544,""longitude"":12.5114717011719}","Emailed <web@animalphotos.me> - replied with Rome, Italy",Hooded crow,Adult,yes,,Italy,41.86802224,12.5114717,http://www.animalphotos.me/bird/bird-hood_files/hooded4.jpg,http://www.animalphotos.me/bird/bird-hood.htm,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",48,16140
6257,,,no,,,no,,,,,"http://www.rspb.org.uk/Images/hoodedcrow_tcm9-277905.jpg?width=530&crop=(252,632,1604,1392)",http://www.rspb.org.uk/discoverandenjoynature/discoverandlearn/birdguide/name/h/hoodedcrow/,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",49,16141
6258,Elizabeth Barrett,"{""latitude"":34.7720133,""longitude"":32.429736899999966}",Emailed Elizabeth - replied wit location (Cyprus),Hooded crow,Adult,no,,Cyprus,34.7720133,32.4297369,http://www.animalphotos.me/bird/bird-hood_files/hoodedcrow3a.jpg,http://www.animalphotos.me/bird/bird-hood.htm,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",50,16142
6259,Debbie Bozkurt,"{""latitude"":57.57037649999999,""longitude"":-7.281239899999946}",Location in Scotland from website,Hooded crow,Adult,yes,,Scotland,57.5703765,-7.2812399,http://www.thewesternisles.co.uk/Assets/Images/rarebirds/bird-sightings-hooded-crow.jpg,http://www.thewesternisles.co.uk/birds/hooded-crow.htm,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",51,16143
6260,Jim Anderson,"{""latitude"":56.41212866871469,""longitude"":-5.476588968261694}",Location in Scotland from blog on website,Hooded crow,Adult,yes,,Scotland,56.41212867,-5.476588968,http://4.bp.blogspot.com/-i3hTDmYzbq0/UaoHXpAoBSI/AAAAAAAACvc/c63ILJKBHrM/s1600/DSC_0061.JPG,http://tickngobirding.blogspot.com/2013/05/capercaillie-ptarmigan-on-scotland-trip.html,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",52,16144
6261,Andy L,"{""latitude"":58.24375380000001,""longitude"":-6.1633741000000555}","Location in Scotland from website, has another photo too",Hooded crow,Adult,yes,,Scotland,58.2437538,-6.1633741,http://www.thewesternisles.co.uk/Assets/Images/rarebirds/bird-sightings-hooded-crow3a.jpg,http://www.thewesternisles.co.uk/birds/hooded-crow-3.htm,Scotland - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Scotland""",53,16145
6262,Philip Price,"{""latitude"":56.736786311371795,""longitude"":-2.920681800000011}",Location in Scotland (Angus) from website,Carrion crow,Adult,yes,,Scotland,56.73678631,-2.9206818,http://fscomps.fotosearch.com/compc/UNS/UNS023/u21056104.jpg,http://www.fotosearch.com/UNS023/u21056104/,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",36,16528
6263,Erni,"{""latitude"":55.04898982528314,""longitude"":-4.502526587890657}",Location in Scotland (Galloway) from website,Carrion crow,Adult,yes,,Scotland,55.04898983,-4.502526588,http://thumb1.shutterstock.com/display_pic_with_logo/1149083/149434370/stock-photo-carrion-crow-corvus-corone-single-bird-standing-by-water-galloway-scotland-winter-149434370.jpg,"http://www.shutterstock.com/s/""water+crow""/search.html",Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",37,16529
6264,Laurent Geslin,"{""latitude"":51.586458,""longitude"":-0.05248700000004192}",Location in Eng from http://www.naturepl.com/bin/npl.dll/go?a=disp&pt=1&t=us%5Csr-loadersearch.html&usp=0&_spb=0&_spe=0&_spw=0&mw=2&_collection=&_type=&se=10&_filterori=&_sfqcode=&searchtext=carrion%20crow,Carrion crow,Adult,no,,England,51.586458,-0.052487,http://cdn2.arkive.org/media/92/9298E9C2-9127-42E2-BD0A-35F75D5D2F22/Presentation.Large/Carrion-crow-collecting-swans-feathers-for-nesting-material.jpg,http://www.arkive.org/carrion-crow/corvus-corone/image-A24270.html,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",38,16530
6265,Dave Kilbey,,Emailed Dave 	kilbey252@hotmail.com for location,Carrion crow,Adult,no,,,,,http://cdn1.arkive.org/media/05/055E518D-BEC8-4D8F-A4BB-69E4274EC60A/Presentation.Large/Carrion-crow-feeding.jpg,http://www.arkive.org/carrion-crow/corvus-corone/image-A18730.html,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",39,16531
6266,FLPA / Alamy,,Flock of birds; Cannot find exact location in Scotland,Carrion crow,Adult,no,,,,,http://c8.alamy.com/comp/BWW025/carrion-crow-corvus-corone-and-rook-corvus-frugilegus-flock-in-field-BWW025.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-and-rook-corvus-frugilegus-flock-in-field-33125629.html,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",40,16532
6267,Laurent Geslin,,Location (Eng) from http://www.naturepl.com/bin/npl.dll/go?a=disp&pt=1&t=us%5Csr-loadersearch.html&usp=0&_spb=0&_spe=0&_spw=0&mw=2&_collection=&_type=&se=10&_filterori=&_sfqcode=&searchtext=carrion%20crow,Carrion crow,Adult,no,,,,,http://cdn2.arkive.org/media/D2/D268479E-F6AF-4E26-8D9B-A46F2ACF3EA0/Presentation.Large/Red-fox-intimidated-by-a-carrion-crow.jpg,http://www.arkive.org/carrion-crow/corvus-corone/image-A22637.html,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",41,16533
6268,Unknown,"{""latitude"":56.2082078,""longitude"":-3.1495175000000017}",Location in Scotland from website,Carrion crow,Adult,yes,,Scotland,56.2082078,-3.1495175,http://img1.photographersdirect.com/img/13469/wm/pd2070630.jpg,http://www.photographersdirect.com/buyers/stockphoto.asp?imageid=2070630,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",42,16534
6269,Anne Cotton,"{""latitude"":56.14600286084085,""longitude"":-3.9199090171966873}",Recently fledged; Location in Scotland from website,Carrion crow,Adult,yes,,Scotland,56.14600286,-3.919909017,http://ibc.lynxeds.com/files/pictures/CARCR_Airthrey_110727_494_2.JPG,http://ibc.lynxeds.com/photo/carrion-crow-corvus-corone/recently-fledged-juvenile,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",43,16535
6270,,,no,,,no,,,,,http://www.kiwifoto.com/images/galleryphotos/eurasian_curlew/eurasian_curlew_B13K2137.jpg,http://www.kiwifoto.com/whats_new_photos.html?page=29,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",44,16536
6271,,,Already emailed sales@photoshot.com re. Manfred,Carrion crow,Adult,,,,,,http://cdn1.arkive.org/media/78/78D18350-11CF-45CA-917F-1EA493646852/Presentation.Large/Carrion-crow-stealing-an-egg.jpg,http://www.arkive.org/carrion-crow/corvus-corone/image-A18730.html,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",45,16537
6272,,"{""latitude"":52.1306607,""longitude"":-3.783711700000026}",Location (Wales) from http://www.naturepl.com/bin/npl.dll/go?a=disp&pt=1&t=us%5Csr-loadersearch.html&usp=0&_spb=0&_spe=0&_spw=0&mw=2&_collection=&_type=&se=10&_filterori=&_sfqcode=&searchtext=carrion%20crow,Carrion crow,Adult,no,,Wales,52.1306607,-3.7837117,http://cdn2.arkive.org/media/B5/B54DF8CA-D6A9-41DE-B300-D7D1CA44E39D/Presentation.Large/Carrion-crow-pulling-the-tail-of-a-common-buzzard-as-it-feeds.jpg,http://www.arkive.org/carrion-crow/corvus-corone/image-A24208.html,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",46,16538
6273,,,no,,,no,,,,,http://cdn2.arkive.org/media/E2/E2089EDA-167D-4D71-9426-293C82D082DE/Presentation.Large/Jackdaw.jpg,http://www.arkive.org/carrion-crow/corvus-corone/,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",47,16539
6274,Chris Maguire,"{""latitude"":52.95059773361688,""longitude"":-1.2138906455078313}",Emailed Chris chris@chrismaguirephotography.co.uk - replied with location in Eng,Carrion crow,Adult,no,,England,52.95059773,-1.213890646,http://data.wildlifetrusts.org/sites/default/files/imagecache/reserve_web_large/sites/data.live.wt.precedenthost.co.uk/files/Carrion crow cpt Chris Maguire (15).jpg,http://www.wildlifetrusts.org/species/carrion-crow,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",48,16540
6275,,,Duplicate - Recently fledged,,,no,,,,,http://ibc.lynxeds.com/files/pictures/CARCR_Airthrey_110727_503_2.JPG,http://ibc.lynxeds.com/photo/carrion-crow-corvus-corone/head-detail-recently-fledged-juvenile,Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",49,16541
6276,L.Mikonranta,"{""latitude"":51.4309209,""longitude"":-0.09364959999993516}",Location in Eng from https://www.flickr.com/photos/65426853@N00/3021793455,Carrion crow,Adult,no,,England,51.4309209,-0.0936496,http://farm4.static.flickr.com/3039/3021793455_febb74bec6_t.jpg,"http://fiveprime.org/flickr_hvmnd.cgi?method=GET&page=11&photo_number=50&tag_mode=all&search_type=Tags&sorting=Interestingness&photo_type=100&search_domain=Tags&sort=Interestingness&textinput=carrion,crow",Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",50,16542
6277,Paul Lathbury,"{""latitude"":52.376175172129116,""longitude"":-1.4308409312134245}",Location in Eng from https://www.flickr.com/photos/38992733@N03/8091789685,Carrion crow,Adult,no,,England,52.37617517,-1.430840931,http://farm9.static.flickr.com/8048/8091789685_e5f62d9829_m.jpg,"http://flickrhivemind.net/Tags/carrion,crow",Scotland - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Scotland""",51,16543
6319,Alloy Photography,"{""latitude"":51.335620306286316,""longitude"":12.36363332426754}",Location in Germany from website; START OF GERMANY,Hooded crow,Adult,yes,,Germany,51.33562031,12.36363332,http://images.veer.com/stock-photos/Hooded-Crow-Corvus-corone-cornix-AYP3509848.jpg,http://marketplace.veer.com/stock-photo/Hooded-Crow-Corvus-corone-cornix-AYP3509848,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",3,17295
6320,Pierre Cenerelli,"{""latitude"":52.39371161044873,""longitude"":13.067648635473688}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,52.39371161,13.06764864,https://pcenerelli.files.wordpress.com/2013/07/hooded_crow-sanssouci_garden-july_2013.jpg?w=587,https://pcenerelli.wordpress.com/2013/07/,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",5,17297
6321,Arco / C. Wermter,"{""latitude"":54.343281,""longitude"":12.417789999999968}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,54.343281,12.41779,http://c8.alamy.com/comp/DTPWJM/hooded-crow-national-park-vorpommersche-boddenlandschaft-mecklenburg-DTPWJM.jpg,http://www.alamy.com/stock-photo-hooded-crow-national-park-vorpommersche-boddenlandschaft-mecklenburg-66885916.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",8,17300
6322,imageBROKER,"{""latitude"":53.337070250983096,""longitude"":13.43169071960449}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,53.33707025,13.43169072,http://c8.alamy.com/comp/CRAGB3/hooded-crow-corvus-corone-cornix-feldberg-lakes-mecklenburg-western-CRAGB3.jpg,http://www.alamy.com/stock-photo-hooded-crow-corvus-corone-cornix-feldberg-lakes-mecklenburg-western-48790199.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",10,17302
6323,Frank Hecker,"{""latitude"":54.441901245999574,""longitude"":12.689593746093806}",Emailed Frank Hecker naturfoto.hecker@t-online.de for exact location in Germany - replied,Hooded crow,Adult,yes,,Germany,54.44190125,12.68959375,http://c8.alamy.com/comp/CNT9WM/hooded-crow-corvus-corone-cornix-closing-its-eye-germany-CNT9WM.jpg,http://www.alamy.com/stock-photo-hooded-crow-corvus-corone-cornix-closing-its-eye-germany-47863136.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",12,17304
6324,,,Duplicate individual,Hooded crow,,no,,,,,http://l2.alamy.com/thumbs/4/865c5cde-9c53-480e-8935-cd72b598a4a0/DTPWJ9.jpg,http://www.alamy.com/stock-photo-hooded-crow-national-park-vorpommersche-boddenlandschaft-mecklenburg-66885916.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",14,17306
6325,Joern Lehmhus,"{""latitude"":52.2688736,""longitude"":10.526769599999966}","HYBRID? Says this individual is ""paired with a Black crow""; Location in Germany from website",Hybrid,Adult,yes,,Germany,52.2688736,10.5267696,https://c2.staticflickr.com/4/3852/14294283040_f43d51b6fe_b.jpg,https://www.flickr.com/photos/14195020@N08/14294283040/,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",16,17308
6326,Juniors Bildarchiv,"{""latitude"":53.64848176640543,""longitude"":12.45706112031246}",Location in Germany (Mecklenburg-Vorpommern) from website,Hooded crow,Adult,yes,,Germany,53.64848177,12.45706112,http://fscomps.fotosearch.com/compc/JNB/JNB048/187676.jpg,http://www.fotosearch.com/JNB048/187676/,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",17,17309
6327,"Willi Rolfes, NiS","{""latitude"":53.33881186129258,""longitude"":13.434706291015573}",Location in Germany (Feldberg) from website,Hooded crow,Adult,yes,,Germany,53.33881186,13.43470629,http://image1.masterfile.com/getImage/848-02842173em-Hooded-Crow--Corvus-corone-cornix--flying--Feldberg--Germany.jpg,http://www.masterfile.com/stock-photography/image/848-02842173/Hooded-Crow-(Corvus-corone-cornix)-flying-Feldberg-Germany,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",18,17310
6328,panafotkas,"{""latitude"":50.552074,""longitude"":30.335935999999947}",Location (Ukraine) from website,Hooded crow,Adult,no,,Ukraine,50.552074,30.335936,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Corvus_cornix_-perching-8.jpg/600px-Corvus_cornix_-perching-8.jpg,http://www.wikiwand.com/en/Hooded_crow,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",19,17311
